id,created_at,reference,pac_values_1,pac_values_2,pac_values_3,pac_values_4,total_energy_values_1,total_energy_values_2,total_energy_values_3,total_energy_values_4,year_energy_values_1,year_energy_values_2,year_energy_values_3,year_energy_values_4,year_energy_unit
2902952,May 15 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7741370.0,9470760.0,0.0,0.0,5072560.0,6278260.0,0.0,0.0,Wh
2902953,May 15 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12149700.0,12001400.0,7372590.0,7259250.0,6928910.0,6869620.0,4230260.0,4082370.0,Wh
2902954,May 15 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7741370.0,9470760.0,0.0,0.0,5072560.0,6278260.0,0.0,0.0,Wh
2902955,May 15 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12149700.0,12001400.0,7372590.0,7259250.0,6928910.0,6869620.0,4230260.0,4082370.0,Wh
2902956,May 15 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7741370.0,9470760.0,0.0,0.0,5072560.0,6278260.0,0.0,0.0,Wh
2902957,May 15 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12149700.0,12001400.0,7372590.0,7259250.0,6928910.0,6869620.0,4230260.0,4082370.0,Wh
2902958,May 15 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7741370.0,9470760.0,0.0,0.0,5072560.0,6278260.0,0.0,0.0,Wh
2902959,May 15 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12149700.0,12001400.0,7372590.0,7259250.0,6928910.0,6869620.0,4230260.0,4082370.0,Wh
2902960,May 15 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7741370.0,9470760.0,0.0,0.0,5072560.0,6278260.0,0.0,0.0,Wh
2902961,May 15 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12149700.0,12001400.0,7372590.0,7259250.0,6928910.0,6869620.0,4230260.0,4082370.0,Wh
